inertia,acc_coef_1,acc_coef_2,swarm_size,num_iters,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
0.5,1.05,1.45,150,50,rastrigin,3,0.0,0.0108302,0.0,0.4281,0.764471
0.5,1.1,1.45,150,50,rastrigin,3,0.0,1.90973e-05,0.0,0.378735,1.08937
0.5,1.0,1.4,150,50,rastrigin,3,0.0,0.0228085,0.0,0.440347,0.759371
0.5,2.2,1.4,150,50,rastrigin,3,0.0,2.02179e-06,0.0,0.098998,1.14047
0.5,1.05,1.35,150,50,rastrigin,3,0.0,4.79698e-06,0.0,0.425326,0.785396
0.5,2.95,1.35,150,50,rastrigin,3,0.0,0.00313681,0.00141811,0.225877,0.873915
0.5,1.05,1.3,150,50,rastrigin,3,0.0,0.0257205,0.0,0.43586,0.814181
0.5,2.3,1.3,150,50,rastrigin,3,0.0,2.16007e-06,0.0,0.0888296,1.13495
0.5,1.0,1.25,150,50,rastrigin,3,0.0,0.00440577,0.0,0.442341,0.783995
0.5,1.05,1.25,150,50,rastrigin,3,0.0,0.0186142,0.0,0.443641,0.803551
0.5,1.0,1.2,150,50,rastrigin,3,0.0,0.0351651,0.0,0.434986,0.817161
0.5,2.4,1.2,150,50,rastrigin,3,0.0,2.08855e-06,0.0,0.0445196,0.881073
0.5,1.0,1.15,150,50,rastrigin,3,0.0,2.66171e-05,0.0,0.40967,0.786265
0.5,1.0,1.1,150,50,rastrigin,3,0.0,0.00381006,0.0,0.430357,0.782409
0.5,1.05,1.1,150,50,rastrigin,3,0.0,3.29018e-06,0.0,0.380603,0.781178
